Tipo de Inmueble,Direccion,Area Construida,Area Total,Pisos,dormitorios,baños,Cochera,Precio Soles,Precio Dolares
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 81.00 m²,Área Ocupada : 81.00 m²,Pisos : 1,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 445,200.00","USD 120,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Bartolo",Área Construida : 200.00 m²,Área Ocupada : 284.00 m²,Pisos : 4,Habitaciones : 4,Baños : 5,Cocheras : 1,"S/. 834,750.00","USD 225,000.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Barranco",Área Construida : 53.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 556,500.00","USD 150,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, San Martin de Porres",Área Construida : 142.51 m²,Área Ocupada : 164.83 m²,Pisos : 1,Habitaciones : 4,Baños : 2,Cocheras : 1,"S/. 445,200.00","USD 120,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Martin de Porres",Área Construida : 117.00 m²,Área Ocupada : 114.26 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 333,900.00","USD 90,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",Área Construida : 27.00 m²,Área Ocupada : 21.00 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 154,900.00","USD 41,639.00"
CASA URBANA EN VENTA,"Lima, Lima, Los Olivos",Área Terreno : 127.50 m2,Área Construida : 321.67 m²,Pisos : 3,Habitaciones : 6,Baños : 4,Cocheras : 1,"S/. 812,490.00","USD 219,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",Área Construida : 56.76 m²,Área Ocupada : 56.76 m²,Pisos : 11,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 580,000.00","USD 155,913.00"
CASA URBANA EN VENTA,"Piura, Piura, Castilla",Área Terreno : 72.00 m2,Área Construida : 45.00 m²,Pisos : 2,Habitaciones : 3,Baños : 1,Cocheras : 1,"S/. 150,000.00","USD 40,322.00"
TERRENO AGRÍCOLA EN VENTA,"Arequipa, Islay, Mollendo","Área Terreno : 26,198.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 8'162,000.00","USD 2'200,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 102.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 174,370.00","USD 47,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 81.12 m²,Área Ocupada : 81.12 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 445,200.00","USD 120,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 148.47 m²,Área Ocupada : 166.97 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 519,400.00","USD 140,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Prov. Const. Del Callao, Callao",Área Construida : 480.00 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 5,500.00","USD 1,478.00"
TERRENO INDUSTRIAL EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla","Área Terreno : 1,000.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 307,930.00","USD 83,000.00"
TERRENO URBANO EN VENTA,"Lambayeque, Chiclayo, Pimentel",Área Terreno : 120.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 74,200.00","USD 20,000.00"
TERRENO EN VENTA,"Lima, Lima, Punta Negra",Área Terreno : 512.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 163,240.00","USD 44,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Santiago de Surco",Área Terreno : 166.10 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 871,850.00","USD 235,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Los Olivos",Área Construida : 310.76 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 0,Baños : 2,Cocheras : 0,"S/. 8,000.00","USD 2,150.00"
CASA EN VENTA,"Lima, Lima, Comas",Área Terreno : 105.00 m2,Área Construida : 50.00 m²,Pisos : 1,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 99,000.00","USD 26,612.00"
DEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Miraflores",Área Construida : 64.60 m²,Área Ocupada : 76.60 m²,Pisos : 4,Habitaciones : 2,Baños : 1,Cocheras : 1,"S/. 1,250.00",USD 336.00
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 60.50 m²,Área Ocupada : 60.50 m²,Pisos : 9,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 417,050.00","USD 112,110.00"
LOCAL EN ALQUILER,"Lima, Lima, Santiago de Surco",Área Construida : 190.00 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 0,Baños : 2,Cocheras : 0,"S/. 10,017.00","USD 2,700.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",Área Construida : 60.21 m²,Área Ocupada : 59.21 m²,Pisos : 27,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 347,256.00","USD 93,600.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Comas",Área Construida : 300.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 2,Cocheras : 0,"S/. 704,900.00","USD 190,000.00"
CASA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 140.00 m2,Área Construida : 480.00 m²,Pisos : 4,Habitaciones : 6,Baños : 6,Cocheras : 0,"S/. 1'484,000.00","USD 400,000.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, San Martin de Porres",Área Construida : 480.00 m²,Área Ocupada : 0 m²,Pisos : 4,Habitaciones : 0,Baños : 6,Cocheras : 0,"S/. 1'484,000.00","USD 400,000.00"
OFICINA EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 209.00 m²,Área Ocupada : 209.00 m²,Pisos : 8,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 9,304.00","USD 2,508.00"
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 120.00 m2,Área Construida : 140.00 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 664,090.00","USD 179,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Villa María del Triunfo",Área Terreno : 90.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 222,600.00","USD 60,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 71.40 m²,Área Ocupada : 71.40 m²,Pisos : 8,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 455,680.00","USD 122,494.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 67.40 m²,Área Ocupada : 69.40 m²,Pisos : 8,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 430,880.00","USD 115,827.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 36.85 m²,Área Ocupada : 36.85 m²,Pisos : 8,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 263,000.00","USD 70,698.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 92.00 m²,Área Ocupada : 92.00 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 371,000.00","USD 100,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 59.30 m²,Área Ocupada : 59.30 m²,Pisos : 8,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 380,660.00","USD 102,327.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",Área Construida : 92.00 m²,Área Ocupada : 92.00 m²,Pisos : 3,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 463,750.00","USD 125,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Ate",Área Construida : 163.00 m²,Área Ocupada : 163.00 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 834,750.00","USD 225,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 60.50 m²,Área Ocupada : 58.50 m²,Pisos : 7,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 403,100.00","USD 108,360.00"
TERRENO INDUSTRIAL EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla","Área Terreno : 1,451.00 m2",Área Construida : 20.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 371,000.00","USD 100,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Comas",Área Construida : 54.00 m²,Área Ocupada : 54.00 m²,Pisos : 13,Habitaciones : 3,Baños : 1,Cocheras : 0,S/. 700.00,USD 188.00
CASA EN VENTA,"Lima, Lima, Lince",Área Terreno : 177.74 m2,Área Construida : 329.00 m²,Pisos : 3,Habitaciones : 6,Baños : 2,Cocheras : 0,"S/. 1'929,200.00","USD 520,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Villa el Salvador",Área Terreno : 140.00 m2,Área Construida : 500.00 m²,Pisos : 4,Habitaciones : 16,Baños : 6,Cocheras : 0,"S/. 1'075,900.00","USD 290,000.00"
TERRENO COMERCIAL EN VENTA,"Piura, Paita, Paita","Área Terreno : 6,058.13 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 7'420,000.00","USD 2'000,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Lurin",Área Terreno : 230.00 m2,Área Construida : 443.00 m²,Pisos : 2,Habitaciones : 8,Baños : 3,Cocheras : 1,"S/. 997,990.00","USD 269,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 160.00 m²,Área Ocupada : 194.40 m²,Pisos : 5,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 1'521,100.00","USD 410,000.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Comas",Área Construida : 15.00 m²,Área Ocupada : 0 m²,Pisos : 2,Habitaciones : 1,Baños : 0,Cocheras : 0,"S/. 55,650.00","USD 15,000.00"
LOCAL COMERCIAL EN VENTA,"Lima, Oyón, Pachangara",Área Construida : 744.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 37,Baños : 38,Cocheras : 0,"S/. 1'855,000.00","USD 500,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 242.00 m²,Área Ocupada : 242.00 m²,Pisos : 5,Habitaciones : 3,Baños : 3,Cocheras : 0,"S/. 1'743,700.00","USD 470,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 127.90 m²,Área Ocupada : 129.72 m²,Pisos : 2,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 641,830.00","USD 173,000.00"
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 120.00 m2,Área Construida : 200.00 m²,Pisos : 2,Habitaciones : 5,Baños : 2,Cocheras : 1,"S/. 630,700.00","USD 170,000.00"
TERRENO URBANO EN VENTA,"Lambayeque, Chiclayo, Pimentel",Área Terreno : 225.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 92,750.00","USD 25,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 234.00 m2,Área Construida : 234.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 248,570.00","USD 67,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 59.30 m²,Área Ocupada : 59.30 m²,Pisos : 7,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 380,660.00","USD 102,327.00"
TERRENO EN VENTA,"Cusco, Cusco, Cusco",Área Terreno : 379.11 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 2'249,091.00","USD 606,224.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 72.00 m²,Área Ocupada : 72.00 m²,Pisos : 5,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 445,000.00","USD 119,623.00"
TERRENO DE PLAYA EN VENTA,"Lima, Cañete, Cerro Azul",Área Terreno : 144.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 118,720.00","USD 32,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 36.85 m²,Área Ocupada : 36.85 m²,Pisos : 4,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 273,000.00","USD 73,387.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 72.00 m²,Área Ocupada : 72.00 m²,Pisos : 7,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 445,000.00","USD 119,623.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 59.30 m²,Área Ocupada : 59.30 m²,Pisos : 6,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 380,660.00","USD 102,327.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 36.85 m²,Área Ocupada : 36.85 m²,Pisos : 6,Habitaciones : 1,Baños : 5,Cocheras : 0,"S/. 455,680.00","USD 122,494.00"
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 160.00 m2,Área Construida : 299.00 m²,Pisos : 2,Habitaciones : 9,Baños : 4,Cocheras : 0,"S/. 604,730.00","USD 163,000.00"
TERRENO EN VENTA,"Lima, Lima, Comas",Área Terreno : 122.30 m2,Área Construida : 122.30 m²,Pisos : 2,Habitaciones : 5,Baños : 3,Cocheras : 0,"S/. 426,650.00","USD 115,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Lima",Área Construida : 36.85 m²,Área Ocupada : 36.85 m²,Pisos : 5,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 273,000.00","USD 73,387.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 36.46 m²,Área Ocupada : 36.46 m²,Pisos : 6,Habitaciones : 1,Baños : 1,Cocheras : 1,"S/. 259,700.00","USD 70,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",Área Construida : 67.50 m²,Área Ocupada : 67.50 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 360,000.00","USD 96,774.00"
CASA URBANA EN VENTA,"Tacna, Tacna, Coronel Gregorio Albarracín Lanchipa",Área Terreno : 150.48 m2,Área Construida : 270.00 m²,Pisos : 3,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 296,800.00","USD 80,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 177.00 m²,Área Ocupada : 221.00 m²,Pisos : 1,Habitaciones : 4,Baños : 3,Cocheras : 2,"S/. 983,150.00","USD 265,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",Área Construida : 82.50 m²,Área Ocupada : 82.50 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 470,000.00","USD 126,344.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",Área Construida : 73.00 m²,Área Ocupada : 73.00 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 415,878.00","USD 111,795.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",Área Construida : 80.00 m²,Área Ocupada : 81.00 m²,Pisos : 3,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 204,050.00","USD 55,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",Área Construida : 97.00 m²,Área Ocupada : 112.00 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 575,050.00","USD 155,000.00"
DEPARTAMENTO DUPLEX EN ALQUILER,"Piura, Piura, Veintiseis de Octubre",Área Construida : 103.00 m²,Área Ocupada : 103.00 m²,Pisos : 3,Habitaciones : 3,Baños : 3,Cocheras : 0,"S/. 1,500.00",USD 403.00
CASA URBANA EN ALQUILER,"Lima, Lima, Ate",Área Terreno : 160.00 m2,Área Construida : 220.00 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 2,"S/. 7,500.00","USD 2,016.00"
CASA URBANA EN VENTA,"Piura, Sullana, Sullana",Área Terreno : 162.62 m2,Área Construida : 88.10 m²,Pisos : 2,Habitaciones : 5,Baños : 3,Cocheras : 0,"S/. 315,000.00","USD 84,677.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Comas",Área Construida : 65.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 2,800.00",USD 752.00
TERRENO URBANO EN VENTA,"La Libertad, Trujillo, Trujillo",Área Terreno : 195.60 m2,Área Construida : 195.60 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 575,050.00","USD 155,000.00"
TERRENO DE PLAYA EN VENTA,"Lima, Cañete, Cerro Azul",Área Terreno : 144.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 118,720.00","USD 32,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",Área Construida : 183.58 m²,Área Ocupada : 151.09 m²,Pisos : 5,Habitaciones : 3,Baños : 4,Cocheras : 2,"S/. 1'341,795.00","USD 361,670.00"
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 120.00 m2,Área Construida : 200.00 m²,Pisos : 2,Habitaciones : 5,Baños : 2,Cocheras : 1,"S/. 630,700.00","USD 170,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 127.90 m²,Área Ocupada : 129.72 m²,Pisos : 2,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 641,830.00","USD 173,000.00"
CASA EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 160.00 m2,Área Construida : 480.00 m²,Pisos : 4,Habitaciones : 9,Baños : 7,Cocheras : 1,"S/. 946,050.00","USD 255,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 128.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 148,400.00","USD 40,000.00"
TERRENO AGRÍCOLA EN VENTA,"Arequipa, Arequipa, La Joya","Área Terreno : 79,031.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 14'660,250.00","USD 3'951,550.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 135.18 m²,Área Ocupada : 135.18 m²,Pisos : 7,Habitaciones : 4,Baños : 2,Cocheras : 2,"S/. 890,400.00","USD 240,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Puente Piedra",Área Construida : 148.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 2,Cocheras : 0,"S/. 2,000.00",USD 537.00
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Chorrillos",Área Construida : 480.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 1,"S/. 519,029.00","USD 139,900.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 100.00 m²,Área Ocupada : 100.00 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 426,650.00","USD 115,000.00"
TERRENO INDUSTRIAL EN VENTA,"Lima, Lima, Lurigancho","Área Terreno : 5,891.40 m2",Área Construida : 237.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 8'740,760.00","USD 2'356,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, San Martin de Porres",Área Construida : 50.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 1,Cocheras : 0,"S/. 1,800.00",USD 483.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",Área Construida : 69.00 m²,Área Ocupada : 69.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 600,000.00","USD 161,290.00"
LOCAL COMERCIAL EN VENTA,"Arequipa, Arequipa, Cerro Colorado",Área Construida : 244.00 m²,Área Ocupada : 0 m²,Pisos : 3,Habitaciones : 13,Baños : 8,Cocheras : 0,"S/. 649,250.00","USD 175,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Carabayllo",Área Construida : 55.00 m²,Área Ocupada : 0.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,S/. 650.00,USD 174.00
EDIFICIOS EN ALQUILER,"Lima, Lima, San Isidro",Área Terreno : 480.00 m2,"Área Construida : 1,250.00 m²",Pisos : 6,Habitaciones : 0,Baños : 14,Cocheras : 14,"S/. 78,837.00","USD 21,250.00"
TERRENO AGRÍCOLA EN VENTA,"Lambayeque, Lambayeque, Jayanca",Área Terreno : 30.00 ha,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 4'500,000.00","USD 1'209,677.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",Área Construida : 114.00 m²,Área Ocupada : 114.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 371,000.00","USD 100,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 128.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 148,400.00","USD 40,000.00"
TERRENO EN VENTA,"Cusco, Cusco, Cusco",Área Terreno : 378.89 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 2'811,363.00","USD 757,780.00"
TERRENO EN VENTA,"Lambayeque, Lambayeque, Jayanca",Área Terreno : 27.00 ha,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 4'700,000.00","USD 1'263,440.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Puente Piedra",Área Construida : 148.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 2,Cocheras : 0,"S/. 2,000.00",USD 537.00
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo","Área Terreno : 1,000.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1'113,000.00","USD 300,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santa Anita",Área Construida : 149.10 m²,Área Ocupada : 123.29 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 556,500.00","USD 150,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 72.80 m2,Área Construida : 210.00 m²,Pisos : 3,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 426,650.00","USD 115,000.00"
TERRENO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 240.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 222,600.00","USD 60,000.00"
TERRENO AGRÍCOLA EN VENTA,"Lambayeque, Lambayeque, Jayanca",Área Terreno : 18.00 ha,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 2'700,000.00","USD 725,806.00"
CASA EN VENTA,"Lima, Lima, Lurin",Área Terreno : 298.60 m2,Área Construida : 228.45 m²,Pisos : 2,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 1'113,000.00","USD 300,000.00"
TERRENO AGRÍCOLA EN VENTA,"Lambayeque, Lambayeque, Jayanca",Área Terreno : 6.00 ha,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 240,000.00","USD 64,516.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",Área Construida : 68.00 m²,Área Ocupada : 68.00 m²,Pisos : 0,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 408,100.00","USD 110,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 100.00 m²,Área Ocupada : 100.00 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 426,650.00","USD 115,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Miraflores",Área Construida : 86.17 m²,Área Ocupada : 86.17 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 278,250.00","USD 75,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 173.00 m²,Área Ocupada : 234.00 m²,Pisos : 1,Habitaciones : 2,Baños : 3,Cocheras : 0,"S/. 1'020,250.00","USD 275,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"La Libertad, Trujillo, Trujillo",Área Construida : 98.36 m²,Área Ocupada : 95.90 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 1,300.00",USD 349.00
CASA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 120.00 m2,Área Construida : 300.00 m²,Pisos : 4,Habitaciones : 12,Baños : 5,Cocheras : 0,"S/. 927,500.00","USD 250,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",Área Construida : 125.12 m²,Área Ocupada : 125.12 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 723,450.00","USD 195,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 127.38 m²,Área Ocupada : 134.54 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 2,"S/. 4,823.00","USD 1,300.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Carabayllo",Área Construida : 55.00 m²,Área Ocupada : 0.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,S/. 650.00,USD 174.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Callao",Área Construida : 83.65 m²,Área Ocupada : 73.95 m²,Pisos : 1,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 207,760.00","USD 56,000.00"
